Company_Name,Website,Location,Minimum Project Size,Average Hourly Rate,Number of Employees,Percent AI Service Focus,Ciudad,Estado,Pais,Disponibilidad_MinProject,Disponibilidad_HourlyRate,Employees_Num,Tamaño_Empleados,Clasificación por número de empleados,Tipo de proveedor / segmento de análisis,Segmentación servicios AI,Descripción Segmentación,Clasificación por regiones,Transparencia_Comercial,continent,country,iso_code,conteo_pais
FlabberTechnologyandServices,https://flabbertech.com,"Bangalore, India","$10,000+",$50 - $99 / hr,2 - 9,10%,Bangalore,,India,Informado,Informado,9,2 - 9,Micro Empresa,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Asia,2,Asia,India,IND,441
BiLiG_OpEx&CyberWorkForceRPAConsultants,http://www.bilig.co.uk,"Nottingham, United Kingdom","$25,000+",$50 - $99 / hr,2 - 9,10%,Nottingham,,United Kingdom,Informado,Informado,9,2 - 9,Micro Empresa,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Europa,2,Europe,United Kingdom,GBR,304
CipherLabz(Pvt)Ltd.,http://www.cipherlabz.com,"Colombo, Sri Lanka",Undisclosed,< $25 / hr,2 - 9,10%,Colombo,,Sri Lanka,No informado,Informado,9,2 - 9,Micro Empresa,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Asia,1,Asia,Sri Lanka,LKA,15
DataTechCity,http://www.datatechcity.com,"Berkshire, United Kingdom","$1,000+",$50 - $99 / hr,2 - 9,10%,Berkshire,,United Kingdom,Informado,Informado,9,2 - 9,Micro Empresa,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Europa,2,Europe,United Kingdom,GBR,304
Techath,http://www.techath.com,"Coimbatore, India","$5,000+",< $25 / hr,2 - 9,10%,Coimbatore,,India,Informado,Informado,9,2 - 9,Micro Empresa,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Asia,2,Asia,India,IND,441
VerticalMergerTechnologyGroup,http://verticalmerger.com,"Overland Park, KS","$25,000+",$50 - $99 / hr,2 - 9,10%,Overland Park,KS,USA,Informado,Informado,9,2 - 9,Micro Empresa,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,América del Norte,2,North America,USA,USA,917
CodeOceanInfotech,https://codeoceaninfotech.com/,"Rajkot, India","$1,000+",$25 - $49 / hr,2 - 9,10%,Rajkot,,India,Informado,Informado,9,2 - 9,Micro Empresa,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Asia,2,Asia,India,IND,441
RosarioSistemas,https://rosariosistemas.com/,"AYR, Argentina",Undisclosed,Undisclosed,2 - 9,10%,AYR,,Argentina,No informado,No informado,9,2 - 9,Micro Empresa,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,América del Sur,0,South America,Argentina,ARG,29
FailingVenture,http://failingventure.com/,"Medford, OR","$1,000+",$50 - $99 / hr,2 - 9,10%,Medford,OR,USA,Informado,Informado,9,2 - 9,Micro Empresa,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,América del Norte,2,North America,USA,USA,917
NewOceanIS,https://www.nois.vn,"Ho Chi Minh, Vietnam","$1,000+",< $25 / hr,50 - 249,10%,Ho Chi Minh,,Vietnam,Informado,Informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Asia,2,Asia,Vietnam,VNM,29
SignalForge,https://www.sigforge.com,"München, Germany","$5,000+",$100 - $149 / hr,Freelancer,30%,München,,Germany,Informado,Informado,0,No informado,No aplica,Freelancer,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,Europa,2,Europe,Germany,DEU,47
CASCNETTECHNOLOGIESPRIVATELIMITED,http://www.cascnet.com,"Bengaluru, India","$250,000+",$100 - $149 / hr,2 - 9,10%,Bengaluru,,India,Informado,Informado,9,2 - 9,Micro Empresa,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Asia,2,Asia,India,IND,441
ATESITSOLUTIONSLTD.,http://www.atesitsolutions.com,"London, United Kingdom","$5,000+",$100 - $149 / hr,2 - 9,10%,London,,United Kingdom,Informado,Informado,9,2 - 9,Micro Empresa,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Europa,2,Europe,United Kingdom,GBR,304
CedrusTech,http://www.cedrustech.com,"London, United Kingdom","$1,000+",$50 - $99 / hr,2 - 9,10%,London,,United Kingdom,Informado,Informado,9,2 - 9,Micro Empresa,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Europa,2,Europe,United Kingdom,GBR,304
Arakt,https://www.arakt.com,"Petrich, Bulgaria",Undisclosed,Undisclosed,2 - 9,10%,Petrich,,Bulgaria,No informado,No informado,9,2 - 9,Micro Empresa,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Europa,0,Europe,Bulgaria,BGR,20
Guayerd,https://www.guayerd.com/,"BGE, Argentina",Undisclosed,Undisclosed,2 - 9,10%,BGE,,Argentina,No informado,No informado,9,2 - 9,Micro Empresa,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,América del Sur,0,South America,Argentina,ARG,29
Simbotix,https://www.simbotix.com,"Hyderabad, India","$1,000+",$25 - $49 / hr,2 - 9,10%,Hyderabad,,India,Informado,Informado,9,2 - 9,Micro Empresa,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Asia,2,Asia,India,IND,441
SquareSpirit,https://www.squarespirit.ie,"Dublin, Ireland","$1,000+",Undisclosed,2 - 9,10%,Dublin,,Ireland,Informado,No informado,9,2 - 9,Micro Empresa,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Europa,1,Europe,Ireland,IRL,8
GreenSpecksMedia,http://www.greenspecksmedia.com/,"Ahmedabad, India","$1,000+",< $25 / hr,2 - 9,10%,Ahmedabad,,India,Informado,Informado,9,2 - 9,Micro Empresa,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Asia,2,Asia,India,IND,441
PowerNoCode,https://www.powernocode.com,"Poznań, Poland","$5,000+",$25 - $49 / hr,2 - 9,10%,Poznań,,Poland,Informado,Informado,9,2 - 9,Micro Empresa,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Europa,2,Europe,Poland,POL,147
KazapTechnologiesLTD,https://kazap.co.uk,"London, United Kingdom","$10,000+",$200 - $300 / hr,2 - 9,10%,London,,United Kingdom,Informado,Informado,9,2 - 9,Micro Empresa,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Europa,2,Europe,United Kingdom,GBR,304
BlutechConsulting,http://www.blutechconsulting.com/,"Karachi, Pakistan","$5,000+",$25 - $49 / hr,50 - 249,15%,Karachi,,Pakistan,Informado,Informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Asia,2,Asia,Pakistan,PAK,61
EkoiosTechnology,https://ekoios.vn/,"Hanoi, Vietnam","$10,000+",$25 - $49 / hr,50 - 249,10%,Hanoi,,Vietnam,Informado,Informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Asia,2,Asia,Vietnam,VNM,29
DataMix,https://www.datamix.space/,"London, United Kingdom","$25,000+",$25 - $49 / hr,50 - 249,30%,London,,United Kingdom,Informado,Informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,Europa,2,Europe,United Kingdom,GBR,304
MadAppGang,https://madappgang.com,"Sydney, Australia","$25,000+",$50 - $99 / hr,10 - 49,10%,Sydney,,Australia,Informado,Informado,49,10 - 49,Empresa pequeña ,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Oceanía,2,Oceania,Australia,AUS,96
MaxinAI,https://www.maxinai.com,"T'bilisi, Georgia","$10,000+",$25 - $49 / hr,50 - 249,10%,T'bilisi,,Georgia,Informado,Informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Europa,2,Europe,Georgia,GEO,4
Willogy,https://willogy.io,"Ho Chi Minh, Vietnam","$5,000+",< $25 / hr,10 - 49,80%,Ho Chi Minh,,Vietnam,Informado,Informado,49,10 - 49,Empresa pequeña ,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,Asia,2,Asia,Vietnam,VNM,29
Intermedia,http://intermediait.com/,"Tandil, Argentina","$10,000+",$25 - $49 / hr,10 - 49,20%,Tandil,,Argentina,Informado,Informado,49,10 - 49,Empresa pequeña ,SMB,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,América del Sur,2,South America,Argentina,ARG,29
Evergreen,https://evergreen.team,"Kyiv, Ukraine","$10,000+",$25 - $49 / hr,10 - 49,20%,Kyiv,,Ukraine,Informado,Informado,49,10 - 49,Empresa pequeña ,SMB,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,Europa,2,Europe,Ukraine,UKR,92
HUSPI,https://huspi.com/,"Vyshhorod, Ukraine","$25,000+",$50 - $99 / hr,10 - 49,10%,Vyshhorod,,Ukraine,Informado,Informado,49,10 - 49,Empresa pequeña ,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Europa,2,Europe,Ukraine,UKR,92
RedBuffer,http://redbuffer.net/,"Islamabad, Pakistan","$5,000+",$50 - $99 / hr,50 - 249,30%,Islamabad,,Pakistan,Informado,Informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,Asia,2,Asia,Pakistan,PAK,61
WorkinGeeks,https://workingeeks.com/,"London, United Kingdom","$25,000+",$50 - $99 / hr,2 - 9,10%,London,,United Kingdom,Informado,Informado,9,2 - 9,Micro Empresa,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Europa,2,Europe,United Kingdom,GBR,304
QulixSystems,http://www.qulix.com/,"Wrocław, Poland","$10,000+",$50 - $99 / hr,250 - 999,20%,Wrocław,,Poland,Informado,Informado,999,250 - 999,Empresa grande/fuera SME,Mid-market,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,Europa,2,Europe,Poland,POL,147
SoftqubeTechnologiesPvtLtd,https://www.softqubes.com/,"Ahmedabad, India","$10,000+",< $25 / hr,50 - 249,12%,Ahmedabad,,India,Informado,Informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Asia,2,Asia,India,IND,441
ASPERBROTHERS,https://asperbrothers.com,"Warszawa, Poland","$10,000+",$50 - $99 / hr,10 - 49,10%,Warszawa,,Poland,Informado,Informado,49,10 - 49,Empresa pequeña ,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Europa,2,Europe,Poland,POL,147
Lofty,https://hirelofty.com,"Fayetteville, AR","$10,000+",$100 - $149 / hr,10 - 49,15%,Fayetteville,AR,USA,Informado,Informado,49,10 - 49,Empresa pequeña ,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,América del Norte,2,North America,USA,USA,917
Kernix,http://www.kernix.com/,"Paris, France","$25,000+",$25 - $49 / hr,10 - 49,10%,Paris,,France,Informado,Informado,49,10 - 49,Empresa pequeña ,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Europa,2,Europe,France,FRA,14
NevinaInfotechPvt.Ltd.,https://nevinainfotech.com/,"Ahmedabad, India","$10,000+",< $25 / hr,10 - 49,10%,Ahmedabad,,India,Informado,Informado,49,10 - 49,Empresa pequeña ,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Asia,2,Asia,India,IND,441
FloboticsUiPathandRPADevelopment,http://flobotics.io/,"Munster, IN","$5,000+",$50 - $99 / hr,10 - 49,30%,Munster,IN,USA,Informado,Informado,49,10 - 49,Empresa pequeña ,SMB,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,América del Norte,2,North America,USA,USA,917
ZigniteLabs,https://www.zignite.io,"Sheridan, WY","$5,000+",$25 - $49 / hr,2 - 9,50%,Sheridan,WY,USA,Informado,Informado,9,2 - 9,Micro Empresa,SMB,AI Focus,"Empresa con especialización destacada en IA, representa más de la mitad de su actividad",América del Norte,2,North America,USA,USA,917
Slash,http://www.slash.co,"Singapore, Singapore","$100,000+",$50 - $99 / hr,50 - 249,10%,Singapore,,Singapore,Informado,Informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Asia,2,Asia,Singapore,SGP,24
Unibot,https://unibot.ai,"Kyiv, Ukraine","$5,000+",$25 - $49 / hr,2 - 9,50%,Kyiv,,Ukraine,Informado,Informado,9,2 - 9,Micro Empresa,SMB,AI Focus,"Empresa con especialización destacada en IA, representa más de la mitad de su actividad",Europa,2,Europe,Ukraine,UKR,92
"NankaiUniversityChuangyuanInformationTechnologiesCo.,Ltd.",http://www.itec.com.cn,"Tianjin, China",Undisclosed,Undisclosed,250 - 999,25%,Tianjin,,China,No informado,No informado,999,250 - 999,Empresa grande/fuera SME,Mid-market,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,Asia,0,Asia,China,China,87
ComsenseTechnologies,http://www.comsenseconsulting.com,"Pune, India","$5,000+",< $25 / hr,10 - 49,30%,Pune,,India,Informado,Informado,49,10 - 49,Empresa pequeña ,SMB,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,Asia,2,Asia,India,IND,441
AllianceSystems,http://www.alliance-systems.co,"St. Louis, MO","$25,000+",$150 - $199 / hr,10 - 49,10%,St. Louis,MO,USA,Informado,Informado,49,10 - 49,Empresa pequeña ,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,América del Norte,2,North America,USA,USA,917
"ITTStarConsulting,LLC",https://www.ittstar.com/,"Alpharetta, GA","$25,000+",$50 - $99 / hr,50 - 249,36%,Alpharetta,GA,USA,Informado,Informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,América del Norte,2,North America,USA,USA,917
ShapeionTechnologies,https://shapeion.com/,"Yerevan, Armenia","$10,000+",$100 - $149 / hr,10 - 49,55%,Yerevan,,Armenia,Informado,Informado,49,10 - 49,Empresa pequeña ,SMB,AI Focus,"Empresa con especialización destacada en IA, representa más de la mitad de su actividad",Asia,2,Asia,Armenia,ARM,11
8allocate,http://www.8allocate.com/,"Tallinn, Estonia",Undisclosed,$25 - $49 / hr,50 - 249,10%,Tallinn,,Estonia,No informado,Informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Europa,1,Europe,Estonia,EST,17
Levels.Digital,https://levels.digital,"London, United Kingdom","$10,000+",$50 - $99 / hr,10 - 49,40%,London,,United Kingdom,Informado,Informado,49,10 - 49,Empresa pequeña ,SMB,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,Europa,2,Europe,United Kingdom,GBR,304
Empeek,https://empeek.com/,"Chicago, IL","$10,000+",$25 - $49 / hr,50 - 249,10%,Chicago,IL,USA,Informado,Informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,América del Norte,2,North America,USA,USA,917
MindstackTechnologies,https://mindstacktechnologies.com/,"Mangaluru, India","$25,000+",$25 - $49 / hr,50 - 249,10%,Mangaluru,,India,Informado,Informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Asia,2,Asia,India,IND,441
SayOneTechnologies,https://www.sayonetech.com/,"Kochi, India","$5,000+",$25 - $49 / hr,50 - 249,10%,Kochi,,India,Informado,Informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Asia,2,Asia,India,IND,441
"SOFTUUP,LLC",https://softuup.com/,"Kyiv, Ukraine","$25,000+",$25 - $49 / hr,10 - 49,10%,Kyiv,,Ukraine,Informado,Informado,49,10 - 49,Empresa pequeña ,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Europa,2,Europe,Ukraine,UKR,92
CoruscateSolutionsPvtLtd,https://www.coruscatesolution.com/,"Surat, India","$10,000+",$25 - $49 / hr,50 - 249,10%,Surat,,India,Informado,Informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Asia,2,Asia,India,IND,441
KevitTechnologies,https://kevit.io,"Rajkot, India","$10,000+",$25 - $49 / hr,10 - 49,50%,Rajkot,,India,Informado,Informado,49,10 - 49,Empresa pequeña ,SMB,AI Focus,"Empresa con especialización destacada en IA, representa más de la mitad de su actividad",Asia,2,Asia,India,IND,441
TheSilverLogic,https://tsl.io,"Boca Raton, FL","$10,000+",$100 - $149 / hr,10 - 49,18%,Boca Raton,FL,USA,Informado,Informado,49,10 - 49,Empresa pequeña ,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,América del Norte,2,North America,USA,USA,917
CamMyers&Partners,https://cammyers.com,"Des Moines, IA","$10,000+",$150 - $199 / hr,2 - 9,10%,Des Moines,IA,USA,Informado,Informado,9,2 - 9,Micro Empresa,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,América del Norte,2,North America,USA,USA,917
QuidSolPvt.Ltd,https://www.quids.tech,"Lahore, Pakistan","$1,000+",$25 - $49 / hr,10 - 49,100%,Lahore,,Pakistan,Informado,Informado,49,10 - 49,Empresa pequeña ,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,Asia,2,Asia,Pakistan,PAK,61
Gaper,https://gaper.io/,"San Francisco, CA","$50,000+",$50 - $99 / hr,250 - 999,20%,San Francisco,CA,USA,Informado,Informado,999,250 - 999,Empresa grande/fuera SME,Mid-market,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,América del Norte,2,North America,USA,USA,917
